epoch,loss,dice_coefficient,iou_coefficient,val_loss,val_dice_coefficient,val_iou_coefficient,lr
0,0.6847581371017124,0.043833531884719494,0.024010262937973374,0.6291496833165486,0.04868424907326698,0.027239571123694382,0.0001
1,0.6107043507306472,0.04787807010313918,0.026257547277970326,0.6064087669054667,0.05242504860895376,0.02975754599707822,0.0001
2,0.5895822864511738,0.04271417027311014,0.023455369737191804,0.5805474718411764,0.058952115227778754,0.03425580472685397,0.0001
3,0.5725472452847854,0.04957756709078659,0.02793713205751121,0.575960906346639,0.05557774418654541,0.03195427915391823,0.0001
4,0.5659007145010907,0.047621207501960784,0.026641302987952212,0.5597477833429972,0.05133737440531452,0.029397537078087527,0.0001
5,0.5580774623414745,0.05181479879674488,0.029760059593946984,0.5617734511693319,0.05790567506725589,0.0339745046182846,0.0001
6,0.5529557246228923,0.05468910137879784,0.03133391053415835,0.5564930160840352,0.05265950383618474,0.030321631976403297,0.0001
7,0.549245297908783,0.05166884012543015,0.029521424820893913,0.5551992297172547,0.05658381919686993,0.03287929235957563,3e-05
8,0.542726043773734,0.056312207282639616,0.032554447866771107,0.5483809828758239,0.0591436855494976,0.0347345097300907,3e-05
9,0.5395889424759409,0.06420310056241958,0.03765024518614392,0.549280031522115,0.057058177640040716,0.03353012882483502,3e-05
10,0.5389508514300637,0.06277361043753565,0.03727874974987811,0.5484806934992472,0.054797339051341015,0.03186937246937305,3e-05
11,0.5384050465148428,0.060067021213811696,0.03516655442424936,0.5442307313283284,0.0575905437891682,0.03370980060038467,3e-05
12,0.535449202293935,0.06280659206256892,0.036953158871845436,0.540792993704478,0.06714728328709801,0.04045841291857263,3e-05
13,0.5328481773967328,0.06982958255052242,0.041723987659560924,0.5397968173027039,0.06359651926904916,0.03810398899950087,3e-05
14,0.5326769533364669,0.06750297259903797,0.04024577591031709,0.5437692443529765,0.05798656049494942,0.034092730345825356,3e-05
15,0.5325957750496657,0.0654548624685805,0.03882736831979194,0.5413917581240336,0.05955365194628636,0.03452782871512075,3e-05
16,0.5317617395649785,0.06648266989656765,0.0395493916357341,0.537191903591156,0.06941617106397947,0.04164181789383292,3e-05
17,0.5292712113131648,0.07209486911154311,0.043458686858091664,0.5396226207415263,0.06368189156055451,0.03763813239832719,3e-05
18,0.5288880895013395,0.06726259179447598,0.04020220693867799,0.5376624504725138,0.0649739599476258,0.038269020554920034,3e-05
19,0.5256709281517111,0.07590103741563144,0.04572239368040454,0.534741751352946,0.06320434672137101,0.03639219844092925,3e-05
20,0.522965858164041,0.07879863588807537,0.047343186310330486,0.5312902967135111,0.07308429504434268,0.043857357557863,3e-05
21,0.5260816287735234,0.07581334869357069,0.04574585968436187,0.5348816434542338,0.06597855115930239,0.03907231281821926,3e-05
22,0.5221645566432372,0.07814994051337465,0.0473432488390615,0.532898998260498,0.06494524357840419,0.038509977717573446,3e-05
23,0.5214949787958808,0.07854091458198262,0.04738554975365665,0.534268871943156,0.07634188483158748,0.04583871259043614,3e-05
24,0.5208104511965876,0.08062560349176436,0.04873605670771845,0.5359136680761973,0.0638961377243201,0.037466037645936014,3e-05
25,0.5203398550334184,0.07660598452536672,0.04628940735892635,0.5319648901621501,0.06549112604310116,0.038577721609423556,3e-05
26,0.5182192759669345,0.08464224564823267,0.05191626202711474,0.5313162962595622,0.07542074912538131,0.04432257392133276,3e-05
27,0.5181696337202321,0.08104978037554726,0.049259902751498774,0.5324469904104868,0.06570823602378369,0.03858253158008059,3e-05
28,0.5147218911544137,0.08740555174122362,0.053651914881218385,0.5291385630766551,0.07982257356246313,0.04796493612229824,3e-05
29,0.5134711297957794,0.08968805866954059,0.055341868099820724,0.5264459451039633,0.0789835182329019,0.0475591770062844,3e-05
30,0.5133222367452539,0.08894515053127923,0.05453822598313539,0.5268313924471537,0.08582623613377412,0.05139902010560036,3e-05
31,0.5097006514020588,0.09735744993161896,0.05962588897217875,0.5247445146242777,0.08347198739647865,0.049869229272007945,3e-05
32,0.5172170173862706,0.08776782491100314,0.05333971906957186,0.5281678179899851,0.0743625968694687,0.04393894945581754,3e-05
33,0.5125230848789215,0.08756809780861195,0.05385362130145486,0.5277133444945018,0.08070881217718125,0.048950512520968915,3e-05
34,0.51286490585493,0.08995135272687325,0.055367172983558685,0.5292113065719605,0.07245093372960885,0.043327023771901924,3e-05
35,0.5111237420983936,0.09001174551994985,0.05530713811722625,0.5292538464069366,0.07432726646463077,0.04410526597251495,9e-06
36,0.5057048305221226,0.09910479970045374,0.062213672067603865,0.5216676771640778,0.09018536830941835,0.05439798931280772,9e-06
37,0.5043078920115596,0.10079383544380897,0.06292153223741638,0.5274121860663096,0.07899826814730962,0.046980455207328,9e-06
38,0.5073334522869276,0.10072462317412315,0.06309759142079754,0.5230151732762655,0.08415919144948324,0.05039229032893976,9e-06
39,0.5035943615695705,0.10253719617005276,0.0641607045519935,0.52217142979304,0.0881962925195694,0.0529354444394509,9e-06
