threshold,pixel_precision_mean,pixel_precision_std,pixel_recall_mean,pixel_recall_std,pixel_f1_mean,pixel_f1_std,pixel_dice_mean,pixel_dice_std,pixel_iou_mean,pixel_iou_std,pixel_specificity_mean,pixel_specificity_std,image_accuracy,image_precision,image_recall_sensitivity,image_specificity,image_f1,image_roc_auc,selected
0.1,0.15133334592796324,0.2628396920791394,0.7829523580197479,0.33611108421612546,0.1654410521996332,0.25966967172385913,0.1654410521996332,0.2596696717238592,0.12025302213103854,0.21875106451737622,0.9062510022046608,0.081500919350952,0.5213675213675214,0.5178571428571429,0.9666666666666667,0.05263157894736842,0.6744186046511628,0.5760233918128655,False
0.15,0.1649263951473867,0.28137458819171046,0.7500091836941847,0.3484532890543708,0.18398347090029493,0.28089994589338296,0.18398347090029493,0.28089994589338296,0.13830298096121835,0.24644292876088889,0.9283286215947816,0.06507785071635788,0.5042735042735043,0.5094339622641509,0.9,0.08771929824561403,0.6506024096385542,0.5760233918128655,False
0.2,0.17189855181999908,0.2890531077798543,0.7240177301032116,0.3615753653520825,0.1836405669265195,0.28023229019854223,0.18364056692651948,0.28023229019854223,0.13787900053375876,0.24571594634603008,0.9416574393121266,0.055362360930270985,0.49572649572649574,0.5047619047619047,0.8833333333333333,0.08771929824561403,0.6424242424242425,0.5760233918128655,False
0.25,0.18435557467410268,0.3045749324064965,0.7001834768529156,0.3746495490665502,0.18823767570735558,0.28770858044874226,0.18823767570735558,0.28770858044874226,0.14341027605308793,0.256347318402286,0.9509270381409013,0.04888494718282955,0.5042735042735043,0.5096153846153846,0.8833333333333333,0.10526315789473684,0.6463414634146342,0.5760233918128655,False
0.3,0.19616450219625123,0.3204539764791766,0.6790864565955467,0.3866774139701983,0.19111189253242086,0.2942603070755319,0.19111189253242086,0.2942603070755319,0.14763795570815483,0.26570942510329054,0.9578110096624104,0.04417155354590777,0.5042735042735043,0.5098039215686274,0.8666666666666667,0.12280701754385964,0.6419753086419753,0.5760233918128655,False
0.35,0.19893427409644404,0.3231567812849976,0.6623301232107978,0.3961204863933692,0.186632858546334,0.2923119996840891,0.186632858546334,0.2923119996840891,0.14425897693732662,0.26402152302568477,0.9633257634563167,0.04063081519912355,0.5042735042735043,0.5098039215686274,0.8666666666666667,0.12280701754385964,0.6419753086419753,0.5760233918128655,False
0.4,0.20174123416438375,0.32645453277443337,0.6458769357076608,0.40494334671207116,0.19018106853911368,0.29926477785136996,0.19018106853911368,0.2992647778513699,0.14904350444974923,0.2735199314527888,0.9680572896451307,0.03761537012848603,0.5042735042735043,0.51,0.85,0.14035087719298245,0.6375,0.5760233918128655,False
0.45,0.20694783613087955,0.3317682377028735,0.6304558066145592,0.4127011470485881,0.1857227697814968,0.2977745501706403,0.1857227697814968,0.2977745501706403,0.14582442765661902,0.27240696357425415,0.9723077762715701,0.03477437742225846,0.5042735042735043,0.51,0.85,0.14035087719298245,0.6375,0.5760233918128655,False
0.5,0.2103720254155962,0.339690728944472,0.6154562641869218,0.4202448158283912,0.18068323350271948,0.2958856116809709,0.18068323350271948,0.29588561168097094,0.14211850163507764,0.2708122106761199,0.9762808866758295,0.03218268918545386,0.5042735042735043,0.51,0.85,0.14035087719298245,0.6375,0.5760233918128655,False
0.55,0.22439319988156156,0.35488090081985313,0.5978404421338014,0.4284619544260104,0.1911822981019981,0.310956105301736,0.1911822981019981,0.31095610530173595,0.15435569245813682,0.29072356534239546,0.9801314437188464,0.029575076142153503,0.5128205128205128,0.5154639175257731,0.8333333333333334,0.17543859649122806,0.6369426751592356,0.5760233918128655,False
0.6,0.25737285496982815,0.3830709892464863,0.5737077145288777,0.44236219138713695,0.20461643217988662,0.3317964776455088,0.20461643217988662,0.3317964776455088,0.17140547279354162,0.3181154311824206,0.9843233183262713,0.02686197382069537,0.5213675213675214,0.5217391304347826,0.8,0.22807017543859648,0.631578947368421,0.5760233918128655,False
0.65,0.3077978497627797,0.4277998101881762,0.5471523828278887,0.4603769781412032,0.24281768570525572,0.37922010064233613,0.24281768570525572,0.37922010064233613,0.21715616001814897,0.372701301250024,0.9888980085759892,0.023721204861000152,0.5470085470085471,0.5432098765432098,0.7333333333333333,0.3508771929824561,0.624113475177305,0.5760233918128655,False
0.7,0.38512734718072,0.4578176624070681,0.5286294245044286,0.47311848230986886,0.3019673437529885,0.42484325326305555,0.3019673437529885,0.4248432532630555,0.2823329071347922,0.423862331578092,0.9924176616272599,0.019956914123185503,0.5726495726495726,0.5757575757575758,0.6333333333333333,0.5087719298245614,0.6031746031746031,0.5760233918128655,False
0.75,0.4499620046147231,0.48378851665662187,0.5173423780941989,0.4800406710248238,0.3667252463077718,0.4560964347924123,0.3667252463077718,0.4560964347924123,0.35093228858710435,0.4584856633883258,0.9946304156080029,0.01575282803765694,0.5811965811965812,0.6122448979591837,0.5,0.6666666666666666,0.5504587155963303,0.5760233918128655,False
0.8,0.45921803757323254,0.489862027379767,0.5081513502718318,0.48565252780799645,0.39105000459368733,0.4676472597741156,0.39105000459368733,0.4676472597741156,0.37838288093345734,0.47110694039717915,0.9965990003343651,0.011743831135228259,0.5555555555555556,0.6052631578947368,0.38333333333333336,0.7368421052631579,0.46938775510204084,0.5760233918128655,False
0.85,0.4784051574342618,0.49761404575421075,0.49880507709844124,0.4924083649395093,0.4207605708844709,0.48158687227026936,0.4207605708844709,0.48158687227026936,0.41279524939548934,0.4849443340116006,0.9980576252146216,0.00801403130885476,0.5555555555555556,0.6428571428571429,0.3,0.8245614035087719,0.4090909090909091,0.5760233918128655,False
0.9,0.4696468874324855,0.4983948034883469,0.492723340947543,0.4971203650402867,0.4286220051529672,0.48889292408330187,0.4286220051529672,0.48889292408330187,0.4242433950624028,0.49140913153433097,0.9991260095698778,0.004132075326968435,0.48717948717948717,0.5,0.13333333333333333,0.8596491228070176,0.21052631578947367,0.5760233918128655,True
