image_id,image_path,class_name,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count
52050,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/52050.png,forged,410,0.006256103515625,2906,0.044342041015625,3.015681543938007e-11,3.015681543938007e-11,0.96630859375,1,2,3,0
62249,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62249.png,forged,321,0.0048980712890625,2973,0.0453643798828125,3.0358227078616935e-11,3.0358227078616935e-11,0.98876953125,1,2,2,0
42832,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/42832.png,forged,495,0.0075531005859375,2162,0.032989501953125,3.763643206482362e-11,3.763643206482362e-11,0.88720703125,1,2,2,0
22456,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/22456.png,forged,506,0.007720947265625,968,0.0147705078125,6.784260515143536e-11,6.784260515143536e-11,0.95263671875,1,2,1,0
60046,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/60046.png,forged,292,0.00445556640625,522,0.007965087890625,1.2285012283503069e-10,1.2285012283503069e-10,0.9560546875,1,2,1,0
13123,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/13123.png,forged,158,0.002410888671875,550,0.008392333984375,1.4124293783315777e-10,1.4124293783315777e-10,0.96875,1,2,1,0
16161,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/16161.png,forged,531,0.0081024169921875,0,0.0,1.8832391710201056e-10,1.8832391710201056e-10,0.98486328125,1,2,0,0
19281,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/19281.png,forged,531,0.0081024169921875,0,0.0,1.8832391710201056e-10,1.8832391710201056e-10,0.99609375,1,2,0,0
31336,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31336.png,forged,531,0.0081024169921875,0,0.0,1.8832391710201056e-10,1.8832391710201056e-10,0.87158203125,1,2,0,0
1419,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/1419.png,forged,524,0.00799560546875,0,0.0,1.9083969462006875e-10,1.9083969462006875e-10,0.362060546875,0,2,0,0
