image_id,image_path,mask_path,label,class_name,has_mask_file,group_id,sample_id
15295,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/15295.png,,0,authentic,False,15295,authentic/15295
39015,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/39015.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/39015.npy,1,forged,True,39015,forged/39015
27462,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/27462.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/27462.npy,1,forged,True,27462,forged/27462
46568,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/46568.png,,0,authentic,False,46568,authentic/46568
12143,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/12143.png,,0,authentic,False,12143,authentic/12143
20736,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/20736.png,,0,authentic,False,20736,authentic/20736
21014,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/21014.png,,0,authentic,False,21014,authentic/21014
45381,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/45381.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/45381.npy,1,forged,True,45381,forged/45381
59655,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/59655.png,,0,authentic,False,59655,authentic/59655
41697,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/41697.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/41697.npy,1,forged,True,41697,forged/41697
32220,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/32220.png,,0,authentic,False,32220,authentic/32220
60993,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/60993.png,,0,authentic,False,60993,authentic/60993
24960,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/24960.png,,0,authentic,False,24960,authentic/24960
22346,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/22346.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/22346.npy,1,forged,True,22346,forged/22346
64935,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/64935.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/64935.npy,1,forged,True,64935,forged/64935
40450,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/40450.png,,0,authentic,False,40450,authentic/40450
56544,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/56544.png,,0,authentic,False,56544,authentic/56544
63871,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/63871.png,,0,authentic,False,63871,authentic/63871
5279,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/5279.png,,0,authentic,False,5279,authentic/5279
52737,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/52737.png,,0,authentic,False,52737,authentic/52737
1225,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/1225.png,,0,authentic,False,1225,authentic/1225
64194,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/64194.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/64194.npy,1,forged,True,64194,forged/64194
29083,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/29083.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/29083.npy,1,forged,True,29083,forged/29083
41484,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/41484.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/41484.npy,1,forged,True,41484,forged/41484
60501,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/60501.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/60501.npy,1,forged,True,60501,forged/60501
28226,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/28226.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/28226.npy,1,forged,True,28226,forged/28226
38698,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/38698.png,,0,authentic,False,38698,authentic/38698
63654,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/63654.png,,0,authentic,False,63654,authentic/63654
53028,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/53028.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/53028.npy,1,forged,True,53028,forged/53028
35850,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/35850.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/35850.npy,1,forged,True,35850,forged/35850
