image_id,image_path,mask_path,label,class_name,has_mask_file,group_id,sample_id
15295,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/15295.png,,0,authentic,False,15295,authentic/15295
39015,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/39015.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/39015.npy,1,forged,True,39015,forged/39015
27462,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/27462.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/27462.npy,1,forged,True,27462,forged/27462
46568,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/46568.png,,0,authentic,False,46568,authentic/46568
12143,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/12143.png,,0,authentic,False,12143,authentic/12143
20736,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/20736.png,,0,authentic,False,20736,authentic/20736
59655,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/59655.png,,0,authentic,False,59655,authentic/59655
41697,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/41697.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/41697.npy,1,forged,True,41697,forged/41697
32220,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/32220.png,,0,authentic,False,32220,authentic/32220
24960,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/24960.png,,0,authentic,False,24960,authentic/24960
40450,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/40450.png,,0,authentic,False,40450,authentic/40450
56544,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/56544.png,,0,authentic,False,56544,authentic/56544
63871,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/63871.png,,0,authentic,False,63871,authentic/63871
5279,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/5279.png,,0,authentic,False,5279,authentic/5279
1225,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/1225.png,,0,authentic,False,1225,authentic/1225
64194,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/64194.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/64194.npy,1,forged,True,64194,forged/64194
60501,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/60501.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/60501.npy,1,forged,True,60501,forged/60501
28226,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/28226.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/28226.npy,1,forged,True,28226,forged/28226
38698,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/38698.png,,0,authentic,False,38698,authentic/38698
53028,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/53028.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/53028.npy,1,forged,True,53028,forged/53028
59069,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/59069.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/59069.npy,1,forged,True,59069,forged/59069
36511,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/36511.png,,0,authentic,False,36511,authentic/36511
55005,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/55005.png,,0,authentic,False,55005,authentic/55005
3795,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/3795.png,,0,authentic,False,3795,authentic/3795
23236,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/23236.png,,0,authentic,False,23236,authentic/23236
5234,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/5234.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/5234.npy,1,forged,True,5234,forged/5234
65177,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/65177.png,,0,authentic,False,65177,authentic/65177
30881,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/30881.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/30881.npy,1,forged,True,30881,forged/30881
60867,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/60867.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/60867.npy,1,forged,True,60867,forged/60867
34526,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/34526.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/34526.npy,1,forged,True,34526,forged/34526
30307,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/30307.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/30307.npy,1,forged,True,30307,forged/30307
