epoch,train_loss,train_mask_loss,train_edge_loss,val_loss,val_mask_loss,val_edge_loss,val_dice,val_iou,val_precision,val_recall,val_f1,val_auprc,lr,seconds
1,2.561551826302883,1.8509128728263362,1.7765973187767317,2.388064386294438,1.7244020315317008,1.6591558603140024,0.14742139492704456,0.07957632379179887,0.08006716378205934,0.9284728637812301,0.14742139492704456,0.19423115825031245,0.0001,261.39306449890137
2,2.3674073099824526,1.7191779103735774,1.620573462516003,2.2116250863442053,1.5905512699714073,1.5526845070031974,0.2433856447000257,0.13855382882742245,0.14195351065103465,0.8526227291470626,0.2433856447000257,0.29787947459774,0.0001,262.3848445415497
3,2.3260328724548915,1.6927734438188888,1.5831485277825845,2.2313754118405855,1.6091318057133601,1.555608976804293,0.21647503457234768,0.1213748272486006,0.12340357296268038,0.880709964846907,0.21647503457234768,0.23929692562820085,0.0001,265.14391922950745
4,2.2919521844201203,1.6646720863928508,1.5682002013935012,2.205898822270907,1.5909494345004742,1.537373423576355,0.21663536824270246,0.12147564462419197,0.12331255203437642,0.8907667701329622,0.21663536824270246,0.25735329967634507,0.0001,263.5107321739197
5,2.2534518985281013,1.6353792578712072,1.5451815683220436,2.2128777779065647,1.5975027322769164,1.5384375682243934,0.2228036237239514,0.125368038500515,0.12721751074831059,0.8960882032330427,0.2228036237239514,0.2656837904203605,0.0001,264.05340552330017
6,2.247158501089814,1.6311941576959827,1.539910803658925,2.246513553766104,1.6191629611528837,1.5683764421022854,0.25360944041916544,0.1452192002687167,0.1487191537288042,0.8605420104445793,0.25360944041916544,0.2923896483245887,0.0001,262.9226198196411
7,2.231983822013328,1.6190756617781845,1.5322703473552033,2.1771892309188843,1.5755561333436232,1.504082727432251,0.22759137546043398,0.12840795982899111,0.13062874697463733,0.8830829787663862,0.22759137546043398,0.27993174739846804,0.0001,262.26385283470154
8,2.215596200628642,1.6070938622765658,1.5212558104360023,2.128892016410828,1.5338884133559008,1.4875089480326726,0.24018674503548462,0.13648422317419567,0.13911029534096248,0.8784925234609904,0.24018674503548462,0.2983670442236836,0.0001,261.5720200538635
9,2.2000251870378356,1.5939325213697813,1.515231614654473,2.1347402792710524,1.5399753863994892,1.486912177159236,0.2528655390980094,0.14473158463571426,0.1479762648537552,0.8684314559137416,0.2528655390980094,0.316508799412643,0.0001,264.3316068649292
10,2.2014460688444446,1.5957676440410997,1.5141960217851838,2.3185924530029296,1.673810289456294,1.611955371269813,0.27703295051502186,0.16078830445296755,0.16691990700682227,0.8140268884746524,0.27703295051502186,0.34856951371240974,0.0001,261.3302938938141
11,2.2057580942565984,1.5996746894776954,1.5152084617678465,2.087820500593919,1.4990339774351853,1.471966262964102,0.25351164018694194,0.14515507003669784,0.14793046972081145,0.8855423034750337,0.25351164018694194,0.2838118184262944,0.0001,265.88801550865173
12,2.161935803353919,1.5624409704272093,1.4987370436865928,2.065808663001427,1.486278304686913,1.4488258820313673,0.25066770910294706,0.143293364220931,0.14626106991784316,0.8759628714426501,0.25066770910294706,0.3154854935226703,0.0001,262.7224645614624
13,2.1532908672744817,1.554257623867893,1.497583065638298,2.094957991746756,1.506356252156771,1.471504306793213,0.2533283881350352,0.1450349260926902,0.14765908737267425,0.8908413597038484,0.2533283881350352,0.28487444461590194,0.0001,264.10018849372864
14,2.1441965817343154,1.5474625313467862,1.4918350841526464,2.0717050992525543,1.4841218691605789,1.4689580367161676,0.2974549156325468,0.1747119170961985,0.17982790664613643,0.8599666051834574,0.2974549156325468,0.32027250321215933,0.0001,262.18442940711975
15,2.1354374973173926,1.5420284719934443,1.483522528263933,2.0820398587446944,1.4933705439934364,1.4716732538663424,0.2774087790745067,0.16104156093716987,0.16509770430270057,0.8676354786358561,0.2774087790745067,0.3519709186318132,0.0001,263.3171157836914
16,2.1444688045102396,1.5496219277116396,1.4871171460650812,2.0859755497712356,1.4992048483628493,1.4669266957503098,0.2761849873349377,0.16021730017767313,0.16450206657968805,0.8601616036330598,0.2761849873349377,0.3292131068293487,0.0001,262.55014061927795
17,2.1066021993590356,1.5172320930888765,1.4734252117789934,2.097308916311998,1.5072731733322144,1.4750893189356877,0.25131290790073346,0.14371519583817421,0.14628421234551406,0.891107751028442,0.25131290790073346,0.28868522234118416,0.0001,279.7486529350281
18,2.112315722722519,1.5226381223292023,1.474193958768866,2.0933542545025166,1.5037363877663246,1.4740446255757258,0.2570179855948882,0.14745877092863158,0.15021923251607588,0.8891897334913684,0.2570179855948882,0.2922812346422844,5e-05,283.7170407772064
19,2.08256895425325,1.4994597251802881,1.4577730397604622,2.039476367143484,1.460133934020996,1.4483560708852914,0.28816712743961703,0.16833835362012084,0.1722556443455461,0.8809859462591859,0.28816712743961703,0.3526969026435301,5e-05,280.9592328071594
20,2.0452627004653148,1.465536413851188,1.4493156804273815,2.022320635502155,1.4461606227434598,1.4403999860470111,0.2760879248762659,0.16015197576503407,0.16322197801086916,0.8949000979253555,0.2760879248762659,0.2975392775539105,5e-05,281.77343821525574
