epoch,loss,dice_coefficient,iou_coefficient,val_loss,val_dice_coefficient,val_iou_coefficient,lr
0,0.7353897134462992,0.04553458631852677,0.02548717529602591,0.6656881794333458,0.04848832718562335,0.026736800151411444,0.0001
1,0.6555609464645386,0.050491191169971396,0.028755386946593516,0.60135518014431,0.056815207935869694,0.032457989611430094,0.0001
2,0.6116194989946153,0.05269071917310945,0.030238706625300225,0.5731827765703201,0.056788233283441514,0.032362523750634864,0.0001
3,0.586782987912496,0.05361514951718468,0.030874773538040863,0.5535088256001472,0.057630304945632815,0.03308668555109762,0.0001
4,0.5692147943708632,0.05701439175987248,0.03286189436110197,0.5419104360044003,0.06382673754706047,0.03738582372898236,0.0001
5,0.5513897180557251,0.06355037277357446,0.037346778106358315,0.5314507000148296,0.0678567056893371,0.04002194429631345,0.0001
6,0.5404667708608839,0.06654107095673681,0.039572239879311785,0.5272479727864265,0.0817488064058125,0.049396080707083456,0.0001
7,0.5305661347177294,0.0729459022464245,0.043741785774484884,0.5176257696002722,0.07716757658636197,0.04647760635998566,0.0001
8,0.5220373617278204,0.07828979158294017,0.0476739779046027,0.5109821688383818,0.0810008933476638,0.04936866900243331,0.0001
9,0.5159088181124794,0.08626301608698714,0.05349320707820421,0.5117470305413008,0.08746735022577923,0.0532121743526659,0.0001
10,0.5098246004846361,0.08957397844642401,0.055800917227235104,0.507599962875247,0.08580078810337,0.05292542782262899,0.0001
11,0.5057885077264573,0.09443420190740205,0.05961220108555665,0.5049929991364479,0.09796133673808072,0.06064872174465563,0.0001
12,0.5021430903010898,0.10086618293490675,0.06328414560606083,0.4959725830703974,0.09742104072938673,0.06049410920968512,0.0001
13,0.4962432622909546,0.10344112769571583,0.06555110226178681,0.493871359154582,0.11432366094959434,0.07260823272372363,0.0001
14,0.4856279366546207,0.11856932288242711,0.07739939962306784,0.4905495587736368,0.10850946872960776,0.06918207145645283,0.0001
15,0.484319578939014,0.1310785016665856,0.08551173062425935,0.49479476176202297,0.11115365047589876,0.07085690147505375,0.0001
16,0.4887300067477756,0.11793255591203597,0.07724105328173929,0.49155297689139843,0.1107737824349897,0.06945042902589194,0.0001
17,0.47520953681733874,0.13721099155437616,0.09068134123355978,0.48616211116313934,0.11869569108239375,0.0753045528435905,0.0001
18,0.4700234572092692,0.1423102026520711,0.0947275123714159,0.47938868030905724,0.1336176124314079,0.08605203503248049,0.0001
19,0.46958950757980344,0.15265155352082932,0.10234743512442543,0.47509945556521416,0.1382133662718843,0.0903059058373401,0.0001
20,0.47354571090804204,0.14993437607255247,0.10072423828144868,0.4774862229824066,0.14451590628596023,0.0947154484456405,0.0001
21,0.47107196781370375,0.14728658156883384,0.09815334122395143,0.4830088671296835,0.13739092684409115,0.08829745334514882,0.0001
22,0.4594747304916382,0.15658661467066898,0.10705092678200696,0.47694509476423264,0.14723758949912735,0.09583786455368681,0.0001
23,0.4558294905556573,0.16556501242453778,0.11363203231470376,0.4797893837094307,0.14273117711491068,0.09178265680839104,0.0001
24,0.4485012120670743,0.17297332533117799,0.11897583524179127,0.4711812660098076,0.15641386297284043,0.10336582153468044,0.0001
25,0.4450076977411906,0.1826757865026593,0.12598902988764976,0.4702923446893692,0.1558372991203214,0.10406194842289551,0.0001
26,0.43939712246259055,0.18523922502733928,0.13065537878775924,0.4605020098388195,0.17024349643179448,0.11651530089511652,0.0001
27,0.43333988785743716,0.19744415012084776,0.14023270204456317,0.46538862958550453,0.1600472219652147,0.10796796524300589,0.0001
28,0.43361607525083756,0.19446015433700248,0.13847891528140865,0.4673520866781473,0.1664068827230949,0.11369167129669222,0.0001
29,0.4213422265317705,0.2169514740506808,0.15728328389426072,0.4679647237062454,0.15849276861263206,0.1071262891709921,0.0001
30,0.41908135215441383,0.21857663873169159,0.15872570681903098,0.46593165025115013,0.16282979247625917,0.11001939489506185,0.0001
31,0.42474703590075175,0.2115323791763473,0.15361120658066094,0.4848845321685076,0.13526306184212444,0.09001670865472988,3e-05
32,0.4260698861545987,0.21029113315873676,0.1536171472320954,0.46821451000869274,0.1646017694947659,0.11395985482704418,3e-05
33,0.4169622076882256,0.223893989169057,0.16540476307579996,0.4678347259759903,0.1663389748391637,0.11554016836998926,3e-05
34,0.41397350231806435,0.22432085642357522,0.16649684577843235,0.46699267625808716,0.16509158989356365,0.11405750940139114,3e-05
