epoch,loss,dice_coefficient,iou_coefficient,val_loss,val_dice_coefficient,val_iou_coefficient,lr
0,0.8016625550058153,0.047396437955709796,0.02649278336126978,0.7162700667977333,0.049880407575983554,0.02819256082875654,0.0001
1,0.7007516463597615,0.053416073509539315,0.03026016346380295,0.632030013948679,0.054597251932136714,0.031697850907221437,0.0001
2,0.6380840407477485,0.058084856832606925,0.03348103993727515,0.5987560488283634,0.05188770388485864,0.029905915667768568,0.0001
3,0.5972195068995158,0.06167544943369815,0.0360123927808022,0.5770281627774239,0.056695705046877265,0.03322929472778924,0.0001
4,0.5769896070162456,0.06623229208505815,0.03945941610468758,0.5631762072443962,0.05736941774375737,0.033960391621803865,0.0001
5,0.5581856515672472,0.07043238146385798,0.04236873134246303,0.5476937480270863,0.05240728263743222,0.030973334549344145,0.0001
6,0.5447865068912506,0.07555522164394561,0.04598892296020899,0.5432400945574045,0.05539525591302663,0.033022838266333565,0.0001
7,0.5369637383355035,0.07756902841825244,0.04726276652783983,0.538330614566803,0.0665313747304026,0.04132022806152236,0.0001
8,0.5310922529962327,0.08357100145011727,0.05162518845948701,0.5287116728723049,0.060577469936106354,0.03755827741406392,0.0001
9,0.5153423812654283,0.09556286004145578,0.061101258555491866,0.5334225371479988,0.07882144767791033,0.04938138637226075,0.0001
10,0.5103648722171783,0.10224310203662348,0.06514794409223315,0.5278139933943748,0.07898983405902982,0.04885506650316529,0.0001
11,0.5052944593959384,0.10109648783173826,0.06498091167045963,0.5233033560216427,0.0796195154543966,0.05046409531496465,0.0001
12,0.4936513755056593,0.11423472526172797,0.07544277851573294,0.5213556736707687,0.07247734779957682,0.04523706086911261,0.0001
13,0.4929527223110199,0.11435172747199734,0.07473227131283945,0.5138757601380348,0.0850558940146584,0.05467957266228041,0.0001
14,0.4856725580162472,0.1261909329642852,0.08499993373019,0.5141260903328657,0.0763333072536625,0.047542833868646994,0.0001
15,0.48018026285701326,0.13038718738696642,0.08732835122694572,0.5095819402486086,0.08850799823994748,0.05672362296900246,0.0001
16,0.4732071022192637,0.14004721445962787,0.09495868358968032,0.5101043488830328,0.09943706338526681,0.063748320331797,0.0001
17,0.47101526260375975,0.14347716719946926,0.09784234122942305,0.5085385181009769,0.09983563929563388,0.06374665548355551,0.0001
18,0.45925675100750396,0.1582558909120659,0.10992338419374492,0.5027057509869337,0.10428237660380546,0.06687159706052626,0.0001
19,0.45987074044015674,0.15872237054217192,0.10958215888693101,0.5032814294099808,0.09910694704740308,0.0626377951411996,0.0001
20,0.4572912693023682,0.16585835004225374,0.11487529380246997,0.5050468686968088,0.10787413419166114,0.06816267841350054,0.0001
21,0.4495500882466634,0.17283125409546,0.12169578347303388,0.498764855787158,0.10464689866057597,0.06623902398860082,0.0001
22,0.4443051689200931,0.18169130082759594,0.12792590056584838,0.5001519080251455,0.11125003625056706,0.07167566915450152,0.0001
23,0.4430823094314999,0.18804774565829172,0.13418650788565475,0.49607612006366253,0.11542863068461884,0.07509931958338711,0.0001
24,0.439640611410141,0.18974978820058622,0.1371315292858829,0.5091163422912359,0.0941849930677563,0.05949057934049051,0.0001
25,0.44148940245310464,0.19000669312145974,0.13574321779112022,0.49395643547177315,0.1203605194168631,0.07963325305172475,0.0001
26,0.4327945411205292,0.19810956667384338,0.14296896706542206,0.49754151329398155,0.11705975532822777,0.07713409039570251,0.0001
27,0.42976871331532795,0.20235696559151015,0.1480578950709767,0.4972114600241184,0.12199688695545774,0.08193192496401025,0.0001
28,0.4299754599730174,0.20598419761906067,0.14905944783240557,0.4922130946069956,0.12888835794001352,0.08649634322500788,0.0001
29,0.42105313075913325,0.2171392656241854,0.1620318313012831,0.49626895785331726,0.11989771091612056,0.08014547347920598,0.0001
30,0.41719849175877044,0.22364052068862494,0.16665279903253477,0.5010611414909363,0.11730272570275702,0.07797533857956296,0.0001
31,0.4190419700410631,0.21940689153141446,0.1638643830186791,0.49855589121580124,0.11902897759864572,0.08007507758884458,0.0001
32,0.4116162538528442,0.23198116802506977,0.1725958641204569,0.502687506377697,0.11973479560401756,0.08051231867284514,0.0001
33,0.41538720859421624,0.22599757270363624,0.16937317633419297,0.4963648319244385,0.11894534566090442,0.08086653488862794,3e-05
34,0.40522174967659846,0.24115384955010893,0.1841282239164381,0.49566501192748547,0.12157052112161182,0.08278526512731332,3e-05
35,0.40002797510888843,0.24871408453133578,0.1887855410317166,0.4978371262550354,0.1219335666828556,0.08310494484976516,3e-05
36,0.40266160170237225,0.24321662894236631,0.18663991982421202,0.4992372766137123,0.12117295507050585,0.08203441872319672,3e-05
