epoch,loss,dice_coefficient,iou_coefficient,val_loss,val_dice_coefficient,val_iou_coefficient,lr
0,0.7173274159431458,0.045545145198905096,0.025353555137804278,0.6449826695024967,0.04580062406603247,0.02504378219600767,0.0001
1,0.6328560047679477,0.045128830978905576,0.025072041311715212,0.6099825799465179,0.04401827492984012,0.023978351440746337,0.0001
2,0.6140489856402079,0.045283979913467734,0.02524800454912044,0.6097023226320744,0.04728244536090642,0.02613746971474029,0.0001
3,0.5982813861634996,0.04576687754632078,0.025673010443786382,0.6071072220802307,0.05160885211080313,0.028802388726035133,0.0001
4,0.5851980527242024,0.046511072149950955,0.02616599750791526,0.5805260017514229,0.04601383151020855,0.025411566166440025,0.0001
5,0.5786448690626357,0.04915071140146918,0.027681721115691796,0.5654686130583286,0.05101688107242808,0.02882964618038386,0.0001
6,0.5701377484533522,0.05162131438652674,0.029426101760731804,0.6068228967487812,0.04622020112583414,0.025848874734947458,0.0001
7,0.570043334696028,0.04845006076529959,0.027663509427041284,0.5650605224072933,0.05545218399493024,0.031542165495920926,0.0001
8,0.5587580402692159,0.048361644482622444,0.027315441723467476,0.5492054186761379,0.048769056564196944,0.02746185204887297,0.0001
9,0.5529058549139235,0.05827725310418831,0.03432524832893861,0.5437199547886848,0.05524777254322544,0.031438270074431784,0.0001
10,0.5494448622067769,0.05566404468069474,0.03222431459774574,0.5458718314766884,0.058633970853406936,0.0343119428580394,0.0001
11,0.5479342526859707,0.05659607599505316,0.0328428417218165,0.5566109046339989,0.05669820599723607,0.03283778505283408,0.0001
12,0.5456130756272211,0.054685990429586835,0.03127962317731645,0.5380761474370956,0.06310542926075868,0.03644001287466381,0.0001
13,0.5401970903078716,0.06027437417157286,0.03527351041127702,0.5398236848413944,0.06290762484422885,0.03657425395795144,0.0001
14,0.5354160891638862,0.06727721056280037,0.03971594467552172,0.5398581549525261,0.06436466134618968,0.0382372350723017,0.0001
15,0.5413388225767347,0.06857722409897381,0.04050008206524783,0.536239717155695,0.047821890126215294,0.026650509404134937,0.0001
16,0.5463421212302314,0.05243699699940984,0.030274983627831317,0.5368055813014507,0.058593837689841166,0.03428455274843145,0.0001
17,0.5396225757069057,0.06272068226503001,0.03660615406826966,0.5356418881565332,0.06503248639637604,0.038142146142490674,0.0001
18,0.5382146596908569,0.058243413150517474,0.03331855843619754,0.5315087381750345,0.06258527452882845,0.03614570334320888,0.0001
19,0.5408482518461015,0.073140505890155,0.0432416106431952,0.5299267321825027,0.06341530046483967,0.03721269054221921,0.0001
20,0.5342720243665907,0.07775919812007083,0.04634742571247948,0.5327980145812035,0.06437106893281452,0.03714670822228072,0.0001
21,0.5316480239232381,0.06794389413876666,0.03954194392232845,0.5291235707700253,0.0758448837150354,0.04422942410747055,0.0001
22,0.524872151348326,0.07621070113826557,0.04546215360742904,0.5309832990169525,0.07328433608199703,0.043574604565947084,0.0001
23,0.5283379687203301,0.06894936447260855,0.04021660917357186,0.5266854502260685,0.07390975338057615,0.04358081609461806,0.0001
24,0.5226806945270962,0.07735237870365382,0.04612702754222685,0.5227361768484116,0.07955863592360402,0.04729281979234656,0.0001
25,0.5241924398475223,0.07751738162090381,0.04584477778731121,0.5285810492932796,0.06782767410913948,0.04015925988278468,0.0001
26,0.5218668434354994,0.07648629423963373,0.0459036306623768,0.5211240649223328,0.077902556709887,0.04568148167891195,0.0001
27,0.5254065030150943,0.07599702379148868,0.04518762310552928,0.5178258735686541,0.0847279268418788,0.0498876230121823,0.0001
28,0.5198643644650777,0.08020151258154756,0.048011919634812876,0.5184563249349594,0.07755959108180832,0.045381109208392445,0.0001
29,0.5209943022992876,0.08227926402404491,0.048889488615613014,0.5174467358738184,0.08432644635468023,0.04979547759285197,0.0001
30,0.5182890315850576,0.08514356236490939,0.05086651378207736,0.5260713417083025,0.07838367607473629,0.04645902385527734,0.0001
31,0.5204513576295641,0.08314467859590532,0.04961074390067307,0.5166514907032251,0.0848955057990679,0.04970965234133473,0.0001
32,0.518580303589503,0.08530653873458505,0.05108110176709791,0.5219364687800407,0.08749321093637263,0.051411326612651465,0.0001
33,0.5152738597657945,0.08758222331558446,0.053038982347549966,0.5130097530782223,0.09759111926905462,0.05849454247891117,0.0001
34,0.5121834052933587,0.09267508581420597,0.056117608629324196,0.5150691401213408,0.09090946361538954,0.05342604971519904,0.0001
35,0.5167326562934451,0.08562882716965024,0.051938971245774075,0.5056442562490702,0.10674531830045453,0.06486689605117135,0.0001
36,0.514818807442983,0.0907859195012246,0.05486372406479164,0.5152883939445019,0.09062170186007279,0.05397017349241651,0.0001
37,0.5146875580151876,0.0876619237593223,0.0529698457577062,0.5090454332530499,0.10147223039530218,0.06096554905980156,0.0001
38,0.5216318819257948,0.09357358678761456,0.05618013176135719,0.5120882950723171,0.0875173810236447,0.05106026178509637,0.0001
39,0.5157187243302663,0.09074784664747616,0.054665250211514325,0.516742717474699,0.09611787830544927,0.058983088644708914,0.0001
