image_id,image_path,class_name,image_label,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,mask_quartile
8874,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/8874.png,forged,1,4435,0.030076768663194444,22399,0.15190294053819445,3.7266154878000795e-12,3.7266154878000795e-12,0.96875,1,Q2
10296,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/10296.png,forged,1,12758,0.0865207248263889,11793,0.07997639973958333,4.07315384300406e-12,4.07315384300406e-12,0.9873046875,1,Q1
39299,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/39299.png,forged,1,11954,0.08106825086805555,6530,0.04428439670138889,5.410084397287329e-12,5.410084397287329e-12,0.95703125,1,Q2
22797,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/22797.png,forged,1,2796,0.018961588541666668,12783,0.08669026692708333,6.41889723341409e-12,6.41889723341409e-12,0.98974609375,1,Q1
37856,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/37856.png,forged,1,9522,0.0645751953125,3948,0.026774088541666668,7.423904973961218e-12,7.423904973961218e-12,0.94921875,1,Q2
35069,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/35069.png,forged,1,6334,0.04295518663194445,4983,0.033793131510416664,8.836264027491064e-12,8.836264027491064e-12,0.9951171875,1,Q2
2228,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/2228.png,forged,1,8398,0.056952582465277776,2705,0.018344455295138888,9.00657479952259e-12,9.00657479952259e-12,0.9375,1,Q1
57824,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/57824.png,forged,1,5562,0.0377197265625,3196,0.021674262152777776,1.1418131993475471e-11,1.1418131993475471e-11,0.98779296875,1,Q2
14624,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/14624.png,forged,1,8560,0.058051215277777776,0,0.0,1.1682242990517729e-11,1.1682242990517729e-11,0.3046875,0,Q2
41600,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/41600.png,forged,1,2592,0.017578125,5362,0.03636338975694445,1.2572290671202259e-11,1.2572290671202259e-11,0.96533203125,1,Q2
10,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/10.png,forged,1,413,0.002800835503472222,6694,0.04539659288194445,1.4070634585421828e-11,1.4070634585421828e-11,0.9560546875,1,Q1
55651,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/55651.png,forged,1,6868,0.046576605902777776,0,0.0,1.45602795571555e-11,1.45602795571555e-11,0.8232421875,1,Q2
