dice,iou,precision,recall,specificity,f1,auprc,boundary_f1,image_level_accuracy,image_level_precision,image_level_recall,image_level_f1,threshold,inference_mode
0.4763760772595166,0.31265988289464336,0.41627628316663035,0.5567578684004952,0.977670874982637,0.4763760772595166,0.5176500016572493,0.25997372962110055,0.6077669902912621,0.5928753180661578,0.8472727272727273,0.6976047904191617,0.85,surface
0.46799766841683094,0.305481041881446,0.4968573183007498,0.44230656526742573,0.9871896048621092,0.46799766841683094,0.5176500016572493,0.28029783338922465,0.629126213592233,0.6166666666666667,0.8072727272727273,0.6992125984251969,0.9,surface
0.46024227343288865,0.2989056430708736,0.36304771190173235,0.6285045110706237,0.96846220919415,0.46024227343288865,0.5176500016572493,0.232735829437333,0.5902912621359223,0.5765550239234449,0.8763636363636363,0.6955266955266955,0.8,surface
0.45732051273736624,0.2964455783027532,0.40444393474580254,0.5261026203315692,0.9778428212772446,0.45732051273736624,0.36608931513774656,0.28029783338922465,0.5922330097087378,0.5783132530120482,0.8727272727272727,0.6956521739130435,0.9,edge_enhanced
0.4534107470264502,0.2931681738733798,0.3585202698055788,0.6166106712101714,0.9684455997062803,0.4534107470264502,0.36608931513774656,0.25997372962110055,0.570873786407767,0.5616438356164384,0.8945454545454545,0.6900420757363254,0.85,edge_enhanced
0.43775445600498425,0.2802084843113375,0.32234921946229683,0.6818744146049915,0.9590019325215298,0.43775445600498425,0.5176500016572493,0.20707757888085665,0.5631067961165048,0.5558035714285714,0.9054545454545454,0.6887966804979253,0.75,surface
0.4353149619843659,0.2782125165179833,0.3214383880753671,0.6741458694958838,0.9592971242637434,0.4353149619843659,0.36608931513774656,0.232735829437333,0.5475728155339806,0.5452586206896551,0.92,0.6847090663058186,0.8,edge_enhanced
0.41549210767798783,0.2622215450559266,0.292182602703939,0.7188804318522275,0.9501915287284225,0.41549210767798783,0.5176500016572493,0.18573816987608707,0.537864077669903,0.5389473684210526,0.9309090909090909,0.6826666666666666,0.7,surface
0.4149006634792184,0.2617505754496786,0.29215495775986183,0.7155175077705587,0.9504179053814438,0.4149006634792184,0.36608931513774656,0.20707757888085665,0.5339805825242718,0.5363825363825364,0.9381818181818182,0.6825396825396826,0.75,edge_enhanced
0.3968931618629586,0.24757748667842078,0.2702986222273045,0.7465318513450369,0.9423592866282836,0.3968931618629586,0.5176500016572493,0.16777056947286012,0.5300970873786408,0.5338809034907598,0.9454545454545454,0.6824146981627297,0.65,surface
