epoch,binary_accuracy,dice_coefficient,iou_coefficient,learning_rate,loss,precision,recall,val_binary_accuracy,val_dice_coefficient,val_iou_coefficient,val_loss,val_precision,val_recall
0,0.5941051840782166,0.04728264361619949,0.02638794109225273,9.999999747378752e-05,0.857718825340271,0.0353427529335022,0.5257278680801392,0.6048963665962219,0.045214615762233734,0.025322800502181053,0.8287677764892578,0.03931737691164017,0.5474308729171753
1,0.9079794883728027,0.04405518248677254,0.024289101362228394,9.999999747378752e-05,0.7331930994987488,0.04890767112374306,0.12797287106513977,0.8895909786224365,0.045326799154281616,0.025288060307502747,0.7696878910064697,0.04529757797718048,0.1426704376935959
2,0.9597555994987488,0.041948527097702026,0.022920941933989525,9.999999747378752e-05,0.677703320980072,0.07548926025629044,0.0417683906853199,0.9477267265319824,0.04425469785928726,0.02455381490290165,0.8386197090148926,0.08048359304666519,0.07957397401332855
3,0.964360773563385,0.04223953187465668,0.023084940388798714,9.999999747378752e-05,0.6568616628646851,0.08647466450929642,0.031533122062683105,0.969759464263916,0.04270917549729347,0.023578377440571785,0.6819718480110168,0.22570647299289703,0.024032408371567726
4,0.9697480201721191,0.04041944816708565,0.02198108471930027,9.999999747378752e-05,0.6433300375938416,0.12154410034418106,0.016833482310175896,0.9624032378196716,0.04225362837314606,0.023306954652071,0.6935201287269592,0.10927312076091766,0.044170133769512177
5,0.9701068997383118,0.039590951055288315,0.021522194147109985,9.999999747378752e-05,0.6347636580467224,0.06858829408884048,0.007291282992810011,0.9702107310295105,0.0409400649368763,0.022419383749365807,0.6486343145370483,0.19372151792049408,0.013477252796292305
6,0.9710352420806885,0.04048512130975723,0.02197781577706337,2.9999999242136255e-05,0.6274601221084595,0.07573015987873077,0.0051605612970888615,0.9700167179107666,0.04080585390329361,0.02232339233160019,0.6420544981956482,0.18945471942424774,0.01507072988897562
7,0.9716082811355591,0.039123594760894775,0.021161887794733047,2.9999999242136255e-05,0.6248202919960022,0.10566364973783493,0.004942025523632765,0.97055983543396,0.04048357903957367,0.022092608734965324,0.6343681812286377,0.2064570188522339,0.010689754039049149
8,0.9715838432312012,0.039600614458322525,0.021453315392136574,2.9999999242136255e-05,0.6235235929489136,0.11161746084690094,0.005429047625511885,0.9707554578781128,0.04029955714941025,0.021962836384773254,0.6284486055374146,0.2200082540512085,0.009252585470676422
9,0.9718092083930969,0.039486777037382126,0.021408122032880783,2.9999999242136255e-05,0.6199467778205872,0.08518096804618835,0.0030345222912728786,0.9703676700592041,0.040582336485385895,0.022128013893961906,0.6256735324859619,0.19745223224163055,0.012113897129893303
