epoch,binary_accuracy,dice_coefficient,iou_coefficient,learning_rate,loss,precision,recall,val_binary_accuracy,val_dice_coefficient,val_iou_coefficient,val_loss,val_precision,val_recall
0,0.2416173815727234,0.04753010720014572,0.026418766006827354,9.999999747378752e-05,0.9839594960212708,0.028402846306562424,0.8399331569671631,0.04156024754047394,0.05931391194462776,0.03437316417694092,1.255677580833435,0.03336865454912186,0.9889327883720398
1,0.35380521416664124,0.04749126359820366,0.026365984231233597,9.999999747378752e-05,0.9085071086883545,0.03050318919122219,0.7672378420829773,0.047219954431056976,0.06157626211643219,0.03622553497552872,1.9061024188995361,0.0337730348110199,0.9956557750701904
2,0.6058684587478638,0.04725932702422142,0.02618945948779583,9.999999747378752e-05,0.8278001546859741,0.03847640007734299,0.5842161774635315,0.22369880974292755,0.05504665896296501,0.0317457839846611,1.2991132736206055,0.030148113146424294,0.7126345038414001
3,0.8783393502235413,0.045895930379629135,0.025416001677513123,9.999999747378752e-05,0.777328372001648,0.0669829323887825,0.2811419665813446,0.6027646660804749,0.05517315864562988,0.03143758699297905,0.8379738330841064,0.03962934762239456,0.468192458152771
4,0.9542286992073059,0.0462462343275547,0.025503594428300858,9.999999747378752e-05,0.754844069480896,0.13654634356498718,0.13971108198165894,0.9038092494010925,0.059151411056518555,0.03427683934569359,0.7876889109611511,0.12260761857032776,0.30477747321128845
5,0.9675707221031189,0.04626186564564705,0.025538664311170578,9.999999747378752e-05,0.7265986800193787,0.24533611536026,0.11342296004295349,0.8731184601783752,0.06697619706392288,0.039610885083675385,0.9630084037780762,0.128815159201622,0.4848010838031769
6,0.9704497456550598,0.053178321570158005,0.02985951490700245,9.999999747378752e-05,0.7082359194755554,0.3284154534339905,0.12036817520856857,0.9535114169120789,0.060772087424993515,0.035552166402339935,0.7888047695159912,0.2824021279811859,0.2531226575374603
7,0.9721285700798035,0.04508200287818909,0.024883076548576355,9.999999747378752e-05,0.6974966526031494,0.3845839202404022,0.10300111025571823,0.9643617272377014,0.0595368891954422,0.03467683494091034,0.7370285391807556,0.4308737516403198,0.20455636084079742
8,0.9722257256507874,0.04516606777906418,0.024905312806367874,9.999999747378752e-05,0.6916100382804871,0.38894394040107727,0.10177567601203918,0.9663050770759583,0.057804547250270844,0.033313408493995667,0.7125250101089478,0.4884214699268341,0.158743217587471
9,0.9718425869941711,0.04654049873352051,0.02579330839216709,9.999999747378752e-05,0.6848061680793762,0.38929417729377747,0.127860888838768,0.9472670555114746,0.06861840188503265,0.041429415345191956,0.9624834656715393,0.2952626347541809,0.4159097969532013
10,0.9703355431556702,0.051457758992910385,0.028645774349570274,9.999999747378752e-05,0.6822853684425354,0.361446350812912,0.16975441575050354,0.9649960994720459,0.05882645770907402,0.034137193113565445,0.7005589604377747,0.44307664036750793,0.1816224902868271
11,0.9727546572685242,0.04694240167737007,0.02597099542617798,9.999999747378752e-05,0.6746159791946411,0.43484556674957275,0.12672080099582672,0.9665629267692566,0.05507100746035576,0.03144580498337746,0.6778110861778259,0.500384509563446,0.11925531923770905
12,0.9727775454521179,0.04667070508003235,0.025890178978443146,9.999999747378752e-05,0.6687101721763611,0.43797990679740906,0.13098004460334778,0.966606080532074,0.054343778640031815,0.030848227441310883,0.6694998741149902,0.503449559211731,0.10756805539131165
13,0.9735895395278931,0.048496074974536896,0.026990465819835663,9.999999747378752e-05,0.6634336709976196,0.49046850204467773,0.15859827399253845,0.9659966230392456,0.05394868552684784,0.030558709055185318,0.6626245975494385,0.4623964726924896,0.1029781624674797
14,0.9738681316375732,0.04915018007159233,0.027444196864962578,2.9999999242136255e-05,0.6595972776412964,0.5068188309669495,0.16540822386741638,0.966093122959137,0.05557277053594589,0.031696222722530365,0.662013053894043,0.474423348903656,0.12857548892498016
15,0.9731142520904541,0.04952817037701607,0.02767101489007473,2.9999999242136255e-05,0.6586255431175232,0.4660440981388092,0.16658857464790344,0.9664112329483032,0.055511992424726486,0.03165530040860176,0.6608460545539856,0.49142777919769287,0.12474603205919266
16,0.973827064037323,0.05058842524886131,0.028299618512392044,2.9999999242136255e-05,0.6564209461212158,0.5040012001991272,0.18133728206157684,0.9662690758705139,0.05512139946222305,0.0313866026699543,0.6584095358848572,0.48324522376060486,0.12405969947576523
17,0.9736945033073425,0.05000502988696098,0.027955153957009315,2.9999999242136255e-05,0.655790388584137,0.4969935715198517,0.17888641357421875,0.9668211340904236,0.05470577999949455,0.031142327934503555,0.6553612351417542,0.5168981552124023,0.120897077023983
