epoch,binary_accuracy,dice_coefficient,iou_coefficient,learning_rate,loss,precision,recall,val_binary_accuracy,val_dice_coefficient,val_iou_coefficient,val_loss,val_precision,val_recall
0,0.8204795122146606,0.044987741857767105,0.02500000037252903,9.999999747378752e-05,0.7518588304519653,0.04380124434828758,0.24860341846942902,0.5123755931854248,0.04564838856458664,0.024941420182585716,0.8488120436668396,0.030038202181458473,0.569720983505249
1,0.8850950002670288,0.04764692112803459,0.026393527165055275,9.999999747378752e-05,0.7146417498588562,0.057460006326436996,0.19181795418262482,0.6929619312286377,0.0464484877884388,0.025421222671866417,0.8224090933799744,0.03905264660716057,0.45981884002685547
2,0.9166876077651978,0.04767696559429169,0.026545468717813492,9.999999747378752e-05,0.6883160471916199,0.08004344254732132,0.17795705795288086,0.6684979200363159,0.05225712060928345,0.029085369780659676,0.9396498203277588,0.0450829416513443,0.5846611857414246
3,0.9424633979797363,0.05314088240265846,0.030253227800130844,9.999999747378752e-05,0.6623857617378235,0.1854018121957779,0.2888367474079132,0.8039050102233887,0.06766979396343231,0.039340127259492874,1.0424950122833252,0.09069981426000595,0.7280798554420471
4,0.954547107219696,0.05637158453464508,0.032550401985645294,9.999999747378752e-05,0.6383587718009949,0.260246217250824,0.3062874674797058,0.9400068521499634,0.07040270417928696,0.04159858450293541,0.6956840753555298,0.21773013472557068,0.5076771974563599
5,0.9621835947036743,0.060462065041065216,0.03536168113350868,9.999999747378752e-05,0.61944979429245,0.34436604380607605,0.33357930183410645,0.9561107158660889,0.06809362024068832,0.039879318326711655,0.6300681829452515,0.2634422183036804,0.3867471218109131
6,0.9634243845939636,0.06323301792144775,0.03701883926987648,9.999999747378752e-05,0.6088957190513611,0.3604004979133606,0.3340880870819092,0.9593271017074585,0.06783385574817657,0.0395624041557312,0.618381142616272,0.2799904942512512,0.3629375994205475
7,0.9662833213806152,0.06504515558481216,0.03844600170850754,9.999999747378752e-05,0.600142240524292,0.40359586477279663,0.33579298853874207,0.9659247398376465,0.06371721625328064,0.03686414659023285,0.6040684580802917,0.3237866759300232,0.2899901568889618
8,0.9680774807929993,0.07186350971460342,0.043389692902565,9.999999747378752e-05,0.5897274017333984,0.44780614972114563,0.4232339859008789,0.9716970920562744,0.057517848908901215,0.03250998258590698,0.5924584865570068,0.40649643540382385,0.2016560286283493
9,0.9708236455917358,0.071999192237854,0.043168604373931885,2.9999999242136255e-05,0.5853464007377625,0.49734607338905334,0.3891969323158264,0.9708101749420166,0.06349138170480728,0.03629190847277641,0.5900167226791382,0.4035415053367615,0.2656881511211395
10,0.9704703688621521,0.07449769973754883,0.04512079432606697,2.9999999242136255e-05,0.5829185247421265,0.4908175468444824,0.43596869707107544,0.9714134931564331,0.062016524374485016,0.035424020141363144,0.5887624025344849,0.41975685954093933,0.27128496766090393
11,0.9703381061553955,0.07973776757717133,0.048505283892154694,2.9999999242136255e-05,0.5809341073036194,0.48875585198402405,0.45337775349617004,0.9705853462219238,0.06256461143493652,0.035651031881570816,0.5882987380027771,0.3941810727119446,0.25273627042770386
12,0.9726272225379944,0.0760226622223854,0.046386346220970154,2.9999999242136255e-05,0.5789755582809448,0.5354536771774292,0.4374072849750519,0.9737179279327393,0.055278778076171875,0.030940230935811996,0.5873384475708008,0.47828739881515503,0.1624230146408081
