image_id,image_path,class_name,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count
51927,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/51927.png,forged,3878,0.059173583984375,3895,0.0594329833984375,0.937089926670049,0.8816267247668451,0.99560546875,1,2,2,2
1856,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/1856.png,forged,28655,0.4372406005859375,28710,0.438079833984375,0.9287196025452301,0.8669248543630458,0.98681640625,1,2,1,1
13020,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/13020.png,forged,9636,0.14703369140625,10025,0.1529693603515625,0.9283352830480223,0.8662553393463098,0.9970703125,1,2,1,1
24332,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/24332.png,forged,9538,0.145538330078125,10605,0.1618194580078125,0.9279650498936208,0.8656108178210095,0.99951171875,1,2,2,2
40373,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/40373.png,forged,15479,0.2361907958984375,18028,0.27508544921875,0.9087653326173374,0.8327863472276951,0.99755859375,1,2,3,2
54527,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/54527.png,forged,9583,0.1462249755859375,11566,0.176483154296875,0.9012246441916818,0.8202082795436767,0.9921875,1,1,1,1
17493,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/17493.png,forged,11353,0.1732330322265625,13682,0.208770751953125,0.9008188536053492,0.8195363035117411,0.99462890625,1,2,2,2
23460,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/23460.png,forged,4993,0.0761871337890625,4283,0.0653533935546875,0.8975851660209402,0.8141991003361198,0.99072265625,1,3,3,3
4222,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/4222.png,forged,12297,0.1876373291015625,15269,0.2329864501953125,0.8921860262646296,0.8053572598087277,0.998046875,1,1,1,1
47916,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/47916.png,forged,9280,0.1416015625,10051,0.1533660888671875,0.8824168434127442,0.7895760044455695,0.99609375,1,2,3,2
