image_id,image_path,class_name,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count
62249,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62249.png,forged,321,0.0048980712890625,2326,0.035491943359375,3.77786173011795e-11,3.77786173011795e-11,0.98193359375,1,2,1,0
52050,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/52050.png,forged,410,0.006256103515625,1923,0.0293426513671875,4.2863266179045725e-11,4.2863266179045725e-11,0.98974609375,1,2,2,0
42832,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/42832.png,forged,495,0.0075531005859375,1223,0.0186614990234375,5.820721769160609e-11,5.820721769160609e-11,0.94580078125,1,2,1,0
22456,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/22456.png,forged,506,0.007720947265625,604,0.00921630859375,9.009009008197385e-11,9.009009008197385e-11,0.93408203125,1,2,1,0
13123,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/13123.png,forged,158,0.002410888671875,899,0.0137176513671875,9.460737936664073e-11,9.460737936664073e-11,0.974609375,1,2,1,0
28195,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/28195.png,forged,134,0.002044677734375,881,0.0134429931640625,9.852216747797811e-11,9.852216747797811e-11,0.97802734375,1,4,1,0
19281,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/19281.png,forged,531,0.0081024169921875,0,0.0,1.8832391710201056e-10,1.8832391710201056e-10,0.94580078125,1,2,0,0
1419,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/1419.png,forged,524,0.00799560546875,0,0.0,1.9083969462006875e-10,1.9083969462006875e-10,0.5859375,0,2,0,0
4865,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/4865.png,forged,523,0.0079803466796875,0,0.0,1.9120458887357465e-10,1.9120458887357465e-10,0.56982421875,0,2,0,0
1101,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/1101.png,forged,514,0.007843017578125,0,0.0,1.945525291450287e-10,1.945525291450287e-10,0.98095703125,1,12,0,0
