image_id,image_path,class_name,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count
26492,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/26492.png,forged,0,0.0,9194,0.140289306640625,1.0876658690331991e-11,1.0876658690331991e-11,0.998046875,1,1,2,1
8259,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/8259.png,forged,0,0.0,8580,0.13092041015625,1.1655011654875814e-11,1.1655011654875814e-11,0.99609375,1,2,3,2
61997,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/61997.png,forged,0,0.0,4138,0.063140869140625,2.416626389501773e-11,2.416626389501773e-11,0.99609375,1,1,5,1
6419,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/6419.png,forged,0,0.0,8114,0.123809814453125,1.2324377618778353e-11,1.2324377618778353e-11,0.99560546875,1,6,4,2
39366,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/39366.png,forged,0,0.0,3134,0.047821044921875,3.1908104657565154e-11,3.1908104657565154e-11,0.9951171875,1,2,3,1
28283,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/28283.png,forged,0,0.0,6606,0.100799560546875,1.5137753557142933e-11,1.5137753557142933e-11,0.99462890625,1,3,7,3
41517,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/41517.png,forged,0,0.0,3611,0.0550994873046875,2.7693159788765073e-11,2.7693159788765073e-11,0.99462890625,1,2,4,2
60986,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/60986.png,forged,0,0.0,5240,0.0799560546875,1.9083969465284655e-11,1.9083969465284655e-11,0.99365234375,1,4,4,4
20833,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/20833.png,forged,0,0.0,10915,0.1665496826171875,9.161704076874376e-12,9.161704076874376e-12,0.9931640625,1,2,4,2
31834,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31834.png,forged,0,0.0,528,0.008056640625,1.8939393935806933e-10,1.8939393935806933e-10,0.9931640625,1,2,1,1
