image_id,image_path,class_name,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count
22182,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/22182.png,forged,4144,0.063232421875,4038,0.061614990234375,0.9692006844296114,0.9402418781138192,0.0616912841796875,1,2,2,2
54527,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/54527.png,forged,9583,0.1462249755859375,10937,0.1668853759765625,0.9319688109165108,0.8726044898715769,0.166046142578125,1,1,1,1
24332,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/24332.png,forged,9538,0.145538330078125,9299,0.1418914794921875,0.9316770186339031,0.8720930232570852,0.1418914794921875,1,2,2,2
17493,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/17493.png,forged,11353,0.1732330322265625,12486,0.190521240234375,0.9267167246951352,0.8634409442674631,0.1891021728515625,1,2,2,2
30045,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30045.png,forged,6076,0.09271240234375,6453,0.0984649658203125,0.9240960970554386,0.8589020771534287,0.0986785888671875,1,2,2,2
4222,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/4222.png,forged,12297,0.1876373291015625,14375,0.2193450927734375,0.9220905818839154,0.8554434782618752,0.2194061279296875,1,1,1,1
12364,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/12364.png,forged,3766,0.057464599609375,3518,0.053680419921875,0.9217462932465439,0.8548510313253157,0.0531005859375,1,2,2,2
13451,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/13451.png,forged,20734,0.316375732421875,24092,0.36761474609375,0.9188863605944789,0.8499442862455122,0.37017822265625,1,1,1,1
61883,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/61883.png,forged,1097,0.0167388916015625,1157,0.0176544189453125,0.9112688553721708,0.8370008150092094,0.025665283203125,1,2,1,1
40373,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/40373.png,forged,15479,0.2361907958984375,12419,0.1894989013671875,0.8877338877342902,0.7981308411227964,0.1883544921875,1,2,2,2
