image_id,image_path,class_name,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count
29663,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29663.png,forged,630,0.009613037109375,35984,0.549072265625,2.7311957174776553e-12,2.7311957174776553e-12,0.544921875,1,2,5,0
633,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/633.png,forged,22051,0.3364715576171875,0,0.0,4.534941725978255e-12,4.534941725978255e-12,0.001678466796875,1,12,0,0
298,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/298.png,forged,20018,0.305450439453125,0,0.0,4.995504046333322e-12,4.995504046333322e-12,0.0048828125,1,6,0,0
2177,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/2177.png,forged,19868,0.30316162109375,0,0.0,5.033219247005067e-12,5.033219247005067e-12,0.00103759765625,1,2,0,0
286,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/286.png,forged,19765,0.3015899658203125,0,0.0,5.059448520085709e-12,5.059448520085709e-12,0.002593994140625,1,7,0,0
187,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/187.png,forged,15500,0.23651123046875,0,0.0,6.451612903184182e-12,6.451612903184182e-12,0.0,0,14,0,0
770,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/770.png,forged,12844,0.19598388671875,0,0.0,7.785736530615183e-12,7.785736530615183e-12,0.0,0,7,0,0
4992,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/4992.png,forged,12246,0.186859130859375,0,0.0,8.16593173274403e-12,8.16593173274403e-12,3.0517578125e-05,0,5,0,0
2534,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/2534.png,forged,10477,0.1598663330078125,0,0.0,9.544716999049872e-12,9.544716999049872e-12,0.0001220703125,0,6,0,0
33053,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/33053.png,forged,9728,0.1484375,0,0.0,1.0279605263052224e-11,1.0279605263052224e-11,0.004425048828125,1,2,0,0
