image_id,image_path,class_name,gt_area,gt_area_ratio,mask_quartile,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count,failure_group,model_name
65311,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/65311.png,forged,28614,0.19405110677083334,Q4,0,0.0,3.49479275877719e-12,3.49479275877719e-12,0.7158203125,1,2,0,0,large_mask_failure,segformer_b0_rgb_384_smallmask
24749,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/24749.png,forged,17019,0.11541748046875,Q4,0,0.0,5.875785886327775e-12,5.875785886327775e-12,0.7841796875,1,5,0,0,large_mask_failure,segformer_b0_rgb_384_smallmask
14070,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/14070.png,forged,14290,0.09691026475694445,Q4,119,0.0008070203993055555,6.94010687759775e-12,6.94010687759775e-12,0.89306640625,1,2,1,0,large_mask_failure,segformer_b0_rgb_384_smallmask
12025,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/12025.png,forged,11938,0.0809597439236111,Q4,1220,0.008273654513888888,7.599939200428637e-12,7.599939200428637e-12,0.9658203125,1,2,1,0,large_mask_failure,segformer_b0_rgb_384_smallmask
38294,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/38294.png,forged,10454,0.0708957248263889,Q4,0,0.0,9.565716472072261e-12,9.565716472072261e-12,0.222412109375,0,2,0,0,large_mask_failure,segformer_b0_rgb_384_smallmask
14930,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/14930.png,forged,5073,0.034403483072916664,Q4,0,0.0,1.9712201852558404e-11,1.9712201852558404e-11,0.6015625,1,2,0,0,large_mask_failure,segformer_b0_rgb_384_smallmask
23236,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/23236.png,forged,3572,0.024224175347222224,Q4,0,0.0,2.799552071590158e-11,2.799552071590158e-11,0.63916015625,1,2,0,0,large_mask_failure,segformer_b0_rgb_384_smallmask
30494,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30494.png,forged,3137,0.021274142795138888,Q4,138,0.0009358723958333334,3.0534351144105824e-11,3.0534351144105824e-11,0.99072265625,1,6,1,0,large_mask_failure,segformer_b0_rgb_384_smallmask
55394,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/55394.png,forged,2202,0.014933268229166666,Q4,0,0.0,4.54132606700539e-11,4.54132606700539e-11,0.409423828125,0,4,0,0,large_mask_failure,segformer_b0_rgb_384_smallmask
1419,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/1419.png,forged,1155,0.007832845052083334,Q4,0,0.0,8.658008657259046e-11,8.658008657259046e-11,0.352294921875,0,2,0,0,large_mask_failure,segformer_b0_rgb_384_smallmask
4371,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/4371.png,forged,24558,0.16654459635416666,Q4,4883,0.03311496310763889,0.24781766923933352,0.14143372233109203,0.99755859375,1,1,5,0,large_mask_failure,segformer_b0_rgb_384_smallmask
49711,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/49711.png,forged,6081,0.041239420572916664,Q4,2111,0.014316134982638888,0.2849121093837291,0.16612099645315132,0.9912109375,1,2,4,1,large_mask_failure,segformer_b0_rgb_384_smallmask
