image_id,image_path,mask_path,label,class_name,has_mask_file,group_id,sample_id
12143,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/12143.png,,0,authentic,False,12143,authentic/12143
20736,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/20736.png,,0,authentic,False,20736,authentic/20736
21014,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/21014.png,,0,authentic,False,21014,authentic/21014
45381,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/45381.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/45381.npy,1,forged,True,45381,forged/45381
59655,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/59655.png,,0,authentic,False,59655,authentic/59655
41697,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/41697.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/41697.npy,1,forged,True,41697,forged/41697
60993,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/60993.png,,0,authentic,False,60993,authentic/60993
24960,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/24960.png,,0,authentic,False,24960,authentic/24960
22346,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/22346.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/22346.npy,1,forged,True,22346,forged/22346
64935,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/64935.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/64935.npy,1,forged,True,64935,forged/64935
40450,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/40450.png,,0,authentic,False,40450,authentic/40450
52737,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/52737.png,,0,authentic,False,52737,authentic/52737
1225,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/1225.png,,0,authentic,False,1225,authentic/1225
29083,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/29083.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/29083.npy,1,forged,True,29083,forged/29083
60501,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/60501.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/60501.npy,1,forged,True,60501,forged/60501
28226,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/forged/28226.png,/content/drive/MyDrive/bitirmeProjesi/dataset/train_masks/28226.npy,1,forged,True,28226,forged/28226
38698,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/38698.png,,0,authentic,False,38698,authentic/38698
63654,/content/drive/MyDrive/bitirmeProjesi/dataset/train_images/authentic/63654.png,,0,authentic,False,63654,authentic/63654
