image_id,image_path,class_name,image_label,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,mask_quartile
35127,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35127.png,authentic,0,0,0.0,34754,0.2356906467013889,2.8773666340482322e-12,2.8773666340482322e-12,0.99658203125,1,
57927,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/57927.png,authentic,0,0,0.0,32291,0.2189873589409722,3.096838128261445e-12,3.096838128261445e-12,0.99365234375,1,
35586,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35586.png,authentic,0,0,0.0,24839,0.1684502495659722,4.0259269696685615e-12,4.0259269696685615e-12,0.994140625,1,
58338,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/58338.png,authentic,0,0,0.0,24709,0.1675686306423611,4.047108341073911e-12,4.047108341073911e-12,0.99951171875,1,
5270,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/5270.png,authentic,0,0,0.0,24611,0.1669040256076389,4.063223761716049e-12,4.063223761716049e-12,0.99267578125,1,
8733,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/8733.png,authentic,0,0,0.0,24161,0.1638522677951389,4.1389015355153386e-12,4.1389015355153386e-12,0.986328125,1,
41171,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/41171.png,authentic,0,0,0.0,23612,0.1601291232638889,4.235134677264801e-12,4.235134677264801e-12,0.98779296875,1,
34036,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34036.png,authentic,0,0,0.0,21823,0.14799669053819445,4.5823214040022805e-12,4.5823214040022805e-12,0.98974609375,1,
8874,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/8874.png,authentic,0,0,0.0,21116,0.14320203993055555,4.735745406304528e-12,4.735745406304528e-12,0.9775390625,1,
6419,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/6419.png,authentic,0,0,0.0,19864,0.1347113715277778,5.0342327828985385e-12,5.0342327828985385e-12,0.99560546875,1,
13451,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/13451.png,authentic,0,0,0.0,19284,0.13077799479166666,5.185646131481094e-12,5.185646131481094e-12,0.9375,1,
4222,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/4222.png,authentic,0,0,0.0,17776,0.12055121527777778,5.625562556223978e-12,5.625562556223978e-12,0.94970703125,1,
