image_id,image_path,class_name,image_label,gt_area,gt_area_ratio,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,mask_quartile
298,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/298.png,forged,1,21806,0.1478814019097222,0,0.0,4.5858937906787765e-12,4.5858937906787765e-12,0.6904296875,0,Q2
10296,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/10296.png,forged,1,12758,0.0865207248263889,3629,0.024610731336805556,6.102398242472066e-12,6.102398242472066e-12,0.99462890625,1,Q1
2228,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/2228.png,forged,1,8398,0.056952582465277776,4491,0.03045654296875,7.758553805510446e-12,7.758553805510446e-12,0.947265625,1,Q1
39299,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/39299.png,forged,1,11954,0.08106825086805555,0,0.0,8.365400702623678e-12,8.365400702623678e-12,0.7470703125,0,Q2
10,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/10.png,forged,1,413,0.002800835503472222,11532,0.07820638020833333,8.371703641620999e-12,8.371703641620999e-12,0.9375,1,Q1
35069,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/35069.png,forged,1,6334,0.04295518663194445,3027,0.020528157552083332,1.0682619378157432e-11,1.0682619378157432e-11,0.95068359375,1,Q2
14624,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/14624.png,forged,1,8560,0.058051215277777776,0,0.0,1.1682242990517729e-11,1.1682242990517729e-11,0.16748046875,0,Q2
55651,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/55651.png,forged,1,6868,0.046576605902777776,0,0.0,1.45602795571555e-11,1.45602795571555e-11,0.85546875,1,Q2
57824,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/57824.png,forged,1,5562,0.0377197265625,0,0.0,1.7979144192413176e-11,1.7979144192413176e-11,0.86962890625,1,Q2
16590,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/16590.png,forged,1,3816,0.02587890625,1269,0.00860595703125,1.9665683382110802e-11,1.9665683382110802e-11,0.9736328125,1,Q2
41600,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/41600.png,forged,1,2592,0.017578125,2463,0.016703287760416668,1.9782393669242682e-11,1.9782393669242682e-11,0.98876953125,1,Q2
17625,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/17625.png,forged,1,2413,0.016364203559027776,2236,0.015163845486111112,2.1510002150537533e-11,2.1510002150537533e-11,0.97607421875,1,Q2
