epoch,binary_accuracy,dice_coefficient,iou_coefficient,learning_rate,loss,precision,recall,val_binary_accuracy,val_dice_coefficient,val_iou_coefficient,val_loss,val_precision,val_recall
0,0.6240319013595581,0.048466455191373825,0.02737153135240078,9.999999747378752e-05,0.8362545371055603,0.03957229480147362,0.5130850672721863,0.6173620223999023,0.044246237725019455,0.024113982915878296,0.8289538025856018,0.02726881578564644,0.39725497364997864
1,0.9385163187980652,0.04703221842646599,0.02612421289086342,9.999999747378752e-05,0.6981774568557739,0.08496308326721191,0.11423593759536743,0.934005856513977,0.04517044499516487,0.024617278948426247,0.741077184677124,0.08244919031858444,0.1528356969356537
2,0.9594834446907043,0.04378177225589752,0.024117419496178627,9.999999747378752e-05,0.6548234224319458,0.10950543731451035,0.05530669540166855,0.9581717252731323,0.04488561302423477,0.024423252791166306,0.704243004322052,0.10622948408126831,0.08295361697673798
3,0.9665994048118591,0.043307941406965256,0.02381070703268051,9.999999747378752e-05,0.6347579956054688,0.10710516571998596,0.020382963120937347,0.9639195203781128,0.0449509397149086,0.02447650022804737,0.6691820621490479,0.10287293046712875,0.050909943878650665
4,0.9646962881088257,0.043964941054582596,0.024243026971817017,9.999999747378752e-05,0.6262207627296448,0.11375235766172409,0.03166567161679268,0.9703701734542847,0.04407336562871933,0.02396576479077339,0.6517475843429565,0.07477778941392899,0.012661898508667946
5,0.9685956239700317,0.04284643009305,0.023535270243883133,9.999999747378752e-05,0.6144211292266846,0.16540436446666718,0.01998128555715084,0.9656660556793213,0.04559890180826187,0.024927893653512,0.6301868557929993,0.12358474731445312,0.05345521122217178
6,0.9663780927658081,0.04607995226979256,0.025602931156754494,9.999999747378752e-05,0.6095004677772522,0.17622503638267517,0.04276985675096512,0.9597123861312866,0.048807982355356216,0.026919052004814148,0.6558359265327454,0.17456276714801788,0.14898326992988586
7,0.9674931764602661,0.044991012662649155,0.024881118908524513,9.999999747378752e-05,0.6019042134284973,0.2313593477010727,0.05114709213376045,0.9565030336380005,0.04848935082554817,0.026784738525748253,0.7551888227462769,0.13177207112312317,0.12156526744365692
8,0.9632619619369507,0.04829859361052513,0.027013180777430534,9.999999747378752e-05,0.5948704481124878,0.17645688354969025,0.07210281491279602,0.9551982879638672,0.048132121562957764,0.026701657101511955,0.6090275049209595,0.15153007209300995,0.15867185592651367
9,0.9683064818382263,0.04495219141244888,0.025024352595210075,9.999999747378752e-05,0.5913107395172119,0.27122241258621216,0.05382048711180687,0.953365683555603,0.05204072594642639,0.029057150706648827,0.5963945984840393,0.15560536086559296,0.1808520406484604
10,0.9643368124961853,0.04987173527479172,0.02815742790699005,9.999999747378752e-05,0.5847240090370178,0.2844958007335663,0.150104358792305,0.959243655204773,0.052037619054317474,0.029243839904665947,0.5814822316169739,0.20603762567043304,0.20101626217365265
11,0.9637446999549866,0.047154348343610764,0.026185110211372375,9.999999747378752e-05,0.584281861782074,0.19238398969173431,0.07748233526945114,0.962837815284729,0.052932437509298325,0.02970697730779648,0.5819445848464966,0.20881390571594238,0.15591026842594147
