image_id,image_path,class_name,gt_area,gt_area_ratio,mask_quartile,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count,failure_group,model_name
65311,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/65311.png,forged,28614,0.19405110677083334,Q4,0,0.0,3.49479275877719e-12,3.49479275877719e-12,0.90185546875,1,2,0,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
4371,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/4371.png,forged,24558,0.16654459635416666,Q4,419,0.002841525607638889,4.00368338870159e-12,4.00368338870159e-12,0.93115234375,1,1,1,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
298,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/298.png,forged,21806,0.1478814019097222,Q2,0,0.0,4.5858937906787765e-12,4.5858937906787765e-12,0.6904296875,0,2,0,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
25388,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/25388.png,forged,17735,0.1202731662326389,Q4,0,0.0,5.638567803746046e-12,5.638567803746046e-12,0.56396484375,0,2,0,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
24749,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/24749.png,forged,17019,0.11541748046875,Q4,0,0.0,5.875785886327775e-12,5.875785886327775e-12,0.826171875,1,5,0,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
10296,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/10296.png,forged,12758,0.0865207248263889,Q1,3629,0.024610731336805556,6.102398242472066e-12,6.102398242472066e-12,0.99462890625,1,2,2,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
6060,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/6060.png,forged,16153,0.10954454210069445,Q3,0,0.0,6.190800470462509e-12,6.190800470462509e-12,0.7607421875,0,2,0,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
14070,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/14070.png,forged,14290,0.09691026475694445,Q4,0,0.0,6.997900629762085e-12,6.997900629762085e-12,0.64892578125,0,2,0,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
12025,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/12025.png,forged,11938,0.0809597439236111,Q4,1039,0.007046169704861111,7.705941280668059e-12,7.705941280668059e-12,0.99365234375,1,2,1,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
2228,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/2228.png,forged,8398,0.056952582465277776,Q1,4491,0.03045654296875,7.758553805510446e-12,7.758553805510446e-12,0.947265625,1,2,1,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
39299,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/39299.png,forged,11954,0.08106825086805555,Q2,0,0.0,8.365400702623678e-12,8.365400702623678e-12,0.7470703125,0,2,0,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
10,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/10.png,forged,413,0.002800835503472222,Q1,11532,0.07820638020833333,8.371703641620999e-12,8.371703641620999e-12,0.9375,1,2,9,0,worst_forged_cases,efficientnetb0_unet_rgb_384_smallmask
