image_id,image_path,class_name,gt_area,gt_area_ratio,mask_quartile,pred_area,pred_area_ratio,dice,iou,image_score,image_pred_label,gt_component_count,pred_component_count,matched_component_count,failure_group,model_name
14624,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/14624.png,forged,8560,0.058051215277777776,Q2,0,0.0,1.1682242990517729e-11,1.1682242990517729e-11,0.16748046875,0,2,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
7972,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/7972.png,forged,9308,0.06312391493055555,Q3,0,0.0,1.074344649752102e-11,1.074344649752102e-11,0.178955078125,0,2,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
46500,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/46500.png,forged,4347,0.02947998046875,Q3,0,0.0,2.3004370829928585e-11,2.3004370829928585e-11,0.292724609375,0,2,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
45381,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/45381.png,forged,422,0.002861870659722222,Q1,0,0.0,2.3696682458839646e-10,2.3696682458839646e-10,0.299560546875,0,2,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
59375,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/59375.png,forged,306,0.0020751953125,Q1,0,0.0,3.267973855141185e-10,3.267973855141185e-10,0.3154296875,0,3,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
1143,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/1143.png,forged,883,0.005988226996527778,Q2,0,0.0,1.1325028311288218e-10,1.1325028311288218e-10,0.344482421875,0,12,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
19130,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/19130.png,forged,1658,0.011244032118055556,Q1,0,0.0,6.031363087694128e-11,6.031363087694128e-11,0.36669921875,0,2,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
7130,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/7130.png,forged,374,0.002536349826388889,Q1,0,0.0,2.673796790728931e-10,2.673796790728931e-10,0.41552734375,0,5,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
60340,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/60340.png,forged,850,0.005764431423611111,Q2,0,0.0,1.1764705880968858e-10,1.1764705880968858e-10,0.4228515625,0,5,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
40298,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/40298.png,forged,1006,0.006822374131944444,Q1,0,0.0,9.940357851894596e-11,9.940357851894596e-11,0.43798828125,0,12,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
64717,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64717.png,forged,504,0.00341796875,Q1,0,0.0,1.984126983733308e-10,1.984126983733308e-10,0.44384765625,0,2,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
21204,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/21204.png,forged,730,0.004950629340277778,Q2,0,0.0,1.3698630135109776e-10,1.3698630135109776e-10,0.4462890625,0,12,0,0,false_negative_forged,efficientnetb0_unet_rgb_384_smallmask
